trial,opt1Chosen,blueRewarded,reactionTime,chosenOptionRewarded,stableBlock,pointsWon,trueProbability,subnr,blueReward,greenReward
95,1,0,0.515696231,0,1,0,0.75,2,18,84
96,1,0,2.434909713,0,1,0,0.75,2,30,51
97,1,1,0.973623039,1,1,6,0.75,2,6,11
98,1,1,0.52300336,1,1,7,0.75,2,7,37
99,1,1,0.554352659,1,1,3,0.75,2,3,83
100,1,0,0.666416334,0,0,0,0.2,2,56,13
101,1,0,0.46765234,0,0,0,0.2,2,57,65
102,1,0,0.38100575,0,0,0,0.2,2,31,74
103,1,0,0.393722292,0,0,0,0.2,2,76,72
104,0,0,0.405702326,1,0,11,0.2,2,68,11
105,0,0,0.353660764,1,0,96,0.2,2,94,96
106,0,1,0.423607026,0,0,0,0.2,2,49,43
107,0,0,0.33917147,1,0,57,0.2,2,52,57
108,0,0,0.67372618,1,0,10,0.2,2,79,10
109,0,0,0.627040905,1,0,49,0.2,2,58,49
110,0,1,0.693813843,0,0,0,0.2,2,77,16
111,0,0,0.877764057,1,0,31,0.2,2,93,31
112,0,1,1.142262934,0,0,0,0.2,2,22,14
113,0,0,0.612333376,1,0,35,0.2,2,61,35
114,0,0,0.399663561,1,0,67,0.2,2,47,67
115,0,1,0.803640223,0,0,0,0.2,2,62,52
116,0,1,0.439675888,0,0,0,0.2,2,21,80
117,0,0,0.378382392,1,0,58,0.2,2,68,58
118,0,0,0.759001476,1,0,7,0.2,2,2,7
119,0,1,0.396376439,0,0,0,0.2,2,23,25
120,1,1,1.152366078,1,0,92,0.2,2,92,91
121,1,0,0.878336662,0,0,0,0.2,2,77,89
122,0,0,0.575021378,1,0,99,0.2,2,54,99
123,1,0,0.58032605,0,0,0,0.2,2,7,33
124,0,0,0.968920553,1,0,99,0.2,2,20,99
125,0,0,1.918350197,1,0,62,0.8,2,2,62
126,1,1,1.053637129,1,0,97,0.8,2,97,66
127,1,0,0.863653885,0,0,0,0.8,2,84,61
128,0,1,0.705070951,0,0,0,0.8,2,45,80
129,1,1,0.409017217,1,0,100,0.8,2,100,62
130,0,1,0.996357,0,0,0,0.8,2,80,38
131,0,1,0.416281182,0,0,0,0.8,2,49,18
132,0,1,1.899665824,0,0,0,0.8,2,14,6
133,1,1,0.515727624,1,0,22,0.8,2,22,16
134,1,0,0.403134205,0,0,0,0.8,2,84,39
135,1,1,0.479028678,1,0,33,0.8,2,33,2
136,1,1,1.127603097,1,0,74,0.8,2,74,97
137,1,0,1.590365203,0,0,0,0.8,2,16,32
138,1,0,1.05894331,0,0,0,0.8,2,74,96
139,1,0,0.660318105,0,0,0,0.8,2,6,3
140,1,1,0.637566938,1,0,72,0.8,2,72,40
141,1,1,0.664474548,1,0,13,0.8,2,13,28
142,1,1,0.60964331,1,0,99,0.8,2,99,37
143,1,1,0.564960493,1,0,60,0.8,2,60,79
144,0,1,0.578405695,0,0,0,0.8,2,27,45
145,1,1,0.431022216,1,0,44,0.8,2,44,6
146,1,0,0.689571675,0,0,0,0.8,2,94,5
147,0,1,0.426361688,0,0,0,0.8,2,51,54
148,0,1,0.4934736,0,0,0,0.8,2,7,77
149,1,1,0.317006794,1,0,66,0.8,2,66,62
150,1,1,0.774309078,1,0,45,0.2,2,45,94
151,0,0,0.731678524,1,0,79,0.2,2,15,79
152,1,0,0.40243905,0,0,0,0.2,2,78,76
153,0,0,0.758279456,1,0,33,0.2,2,54,33
154,0,0,0.947635763,1,0,53,0.2,2,9,53
155,0,0,0.457748114,1,0,65,0.2,2,91,65
156,0,0,4.539460701,1,0,52,0.2,2,87,52
157,0,1,0.370330001,0,0,0,0.2,2,6,67
158,0,0,0.439686453,1,0,24,0.2,2,65,24
159,1,0,1.602271887,0,0,0,0.2,2,89,99
160,0,0,1.574215143,1,0,9,0.2,2,35,9
161,0,1,3.987443739,0,0,0,0.2,2,67,42
162,0,0,0.880437522,1,0,99,0.2,2,46,99
163,0,0,1.584893911,1,0,49,0.2,2,45,49
164,1,0,0.429699218,0,0,0,0.2,2,2,62
165,1,0,0.976354459,0,0,0,0.2,2,87,2
166,0,0,1.412941539,1,0,77,0.2,2,94,77
167,0,0,0.688284295,1,0,75,0.2,2,48,75
168,1,0,0.688922703,0,0,0,0.2,2,57,22
169,1,1,0.617676382,1,0,100,0.2,2,100,40
170,1,1,0.636920984,1,0,41,0.2,2,41,27
171,0,0,0.359759295,1,0,8,0.2,2,22,8
172,1,1,0.412985609,1,0,87,0.2,2,87,23
173,0,1,0.624274471,0,0,0,0.2,2,69,49
174,0,1,0.49976803,0,0,0,0.8,2,18,52
175,0,1,0.607017838,0,0,0,0.8,2,1,84
176,0,1,0.547071489,0,0,0,0.8,2,17,42
177,0,1,0.433048218,0,0,0,0.8,2,21,41
178,0,0,0.387647305,1,0,96,0.8,2,91,96
179,1,1,0.816377592,1,0,71,0.8,2,71,34
180,0,1,0.523744095,0,0,0,0.8,2,14,14
181,0,1,1.066947405,0,0,0,0.8,2,43,70
182,0,1,1.196327781,0,0,0,0.8,2,67,93
183,0,0,0.568344809,1,0,49,0.8,2,33,49
184,0,0,2.69368918,1,0,51,0.8,2,60,51
185,1,1,5.0613922,1,0,22,0.8,2,22,1
186,1,1,1.126947484,1,0,19,0.8,2,19,19
187,1,0,3.917479668,0,0,0,0.8,2,21,78
188,1,1,0.733023859,1,0,72,0.8,2,72,62
189,0,0,0.699741528,1,0,80,0.8,2,26,80
190,0,1,0.779590206,0,0,0,0.8,2,28,84
191,0,1,1.144271429,0,0,0,0.8,2,49,69
192,1,1,1.302422117,1,0,23,0.8,2,23,9
193,1,1,0.24639707,1,0,36,0.8,2,36,81
194,1,1,3.272327901,1,0,64,0.8,2,64,14
195,0,0,0.465672219,1,0,57,0.8,2,75,57
196,0,0,0.483089134,1,0,58,0.8,2,50,58
197,1,1,0.907763795,1,0,62,0.8,2,62,2
198,1,1,1.107596028,1,0,32,0.8,2,32,94
199,0,0,0.795704043,1,0,62,0.8,2,31,62
0,1,1,4.788707571,1,1,27,0.75,6,27,15
1,1,1,6.13906536,1,1,78,0.75,6,78,85
2,0,1,1.482059265,0,1,0,0.75,6,64,29
3,1,1,6.292769539,1,1,73,0.75,6,73,91
4,1,1,1.48425275,1,1,90,0.75,6,90,12
5,1,0,0.769483929,0,1,0,0.75,6,77,62
6,0,1,2.221929149,0,1,0,0.75,6,21,29
7,1,1,1.961041834,1,1,5,0.75,6,5,51
8,0,0,1.862620664,1,1,54,0.75,6,16,54
9,1,1,0.993238227,1,1,72,0.75,6,72,6
10,0,1,1.907165461,0,1,0,0.75,6,13,44
11,1,1,1.562872684,1,1,23,0.75,6,23,22
12,0,0,2.797800243,1,1,92,0.75,6,46,92
13,0,1,1.60785595,0,1,0,0.75,6,47,70
14,1,1,1.599307801,1,1,9,0.75,6,9,12
15,1,1,1.036712224,1,1,51,0.75,6,51,36
16,0,1,2.916108745,0,1,0,0.75,6,8,31
17,1,1,1.559217826,1,1,17,0.75,6,17,31
18,1,1,0.951075646,1,1,75,0.75,6,75,57
19,1,1,0.929518825,1,1,34,0.75,6,34,80
20,1,1,1.254119841,1,1,31,0.75,6,31,47
21,1,1,1.158920762,1,1,82,0.75,6,82,80
22,1,1,1.000050176,1,1,99,0.75,6,99,42
23,1,1,0.713338237,1,1,97,0.75,6,97,74
24,1,1,0.54654556,1,1,58,0.75,6,58,36
25,1,1,1.221721033,1,1,24,0.75,6,24,95
26,1,1,1.571688818,1,1,30,0.75,6,30,76
27,1,1,0.901517251,1,1,68,0.75,6,68,2
28,1,1,0.652046093,1,1,58,0.75,6,58,76
29,0,0,1.177838787,1,1,92,0.75,6,20,92
30,1,1,0.860880473,1,1,96,0.75,6,96,35
31,1,1,0.751305999,1,1,34,0.75,6,34,8
32,0,1,2.081895623,0,1,0,0.75,6,15,86
33,1,1,0.733993032,1,1,33,0.75,6,33,10
34,0,0,2.738029912,1,1,55,0.75,6,12,55
35,1,1,2.179446697,1,1,78,0.75,6,78,92
36,1,0,0.508220865,0,1,0,0.75,6,80,53
37,1,1,0.701055975,1,1,59,0.75,6,59,6
38,0,1,1.889456219,0,1,0,0.75,6,8,45
39,1,1,1.536883848,1,1,20,0.75,6,20,70
40,1,0,0.974252921,0,1,0,0.75,6,78,27
41,1,1,1.462536848,1,1,36,0.75,6,36,90
42,1,0,0.905001625,0,1,0,0.75,6,84,46
43,0,1,1.222994817,0,1,0,0.75,6,14,24
44,1,0,0.752944698,0,1,0,0.75,6,70,20
45,1,1,0.91262095,1,1,20,0.75,6,20,85
46,1,0,0.785079512,0,1,0,0.75,6,40,75
47,1,1,5.368646904,1,1,34,0.75,6,34,67
48,1,1,0.820359442,1,1,93,0.75,6,93,11
49,1,1,1.5032831,1,1,84,0.75,6,84,84
50,1,1,1.674292833,1,1,63,0.75,6,63,46
51,1,0,0.80539505,0,1,0,0.75,6,87,66
52,0,1,2.964266776,0,1,0,0.75,6,22,91
53,1,1,2.129413911,1,1,7,0.75,6,7,12
54,1,1,1.471090699,1,1,68,0.75,6,68,61
55,1,0,0.867887994,0,1,0,0.75,6,54,2
56,1,1,0.540846604,1,1,52,0.75,6,52,10
57,0,1,1.505126495,0,1,0,0.75,6,26,91
58,1,0,0.505273031,0,1,0,0.75,6,86,55
59,1,1,0.888890599,1,1,83,0.75,6,83,65
60,1,1,2.1135053,1,1,2,0.75,6,2,24
61,1,1,1.456979297,1,1,48,0.75,6,48,63
62,1,0,1.375054595,0,1,0,0.75,6,95,8
63,1,1,1.560192265,1,1,46,0.75,6,46,65
64,1,1,0.87093732,1,1,85,0.75,6,85,18
65,1,0,0.607571429,0,1,0,0.75,6,54,62
66,1,1,0.756021393,1,1,44,0.75,6,44,98
67,0,0,1.050770029,1,1,67,0.75,6,3,67
68,1,0,0.940056904,0,1,0,0.75,6,51,34
69,1,1,2.70523882,1,1,88,0.75,6,88,46
70,0,1,2.1729244,0,1,0,0.75,6,91,3
71,1,0,2.72477207,0,1,0,0.75,6,29,53
72,1,1,2.68718747,1,1,14,0.75,6,14,99
73,0,1,3.087237646,0,1,0,0.75,6,1,73
74,1,1,0.951003233,1,1,32,0.75,6,32,40
75,1,1,1.733246666,1,1,54,0.75,6,54,60
76,1,1,0.609804827,1,1,83,0.75,6,83,58
77,1,0,0.577319923,0,1,0,0.75,6,68,51
78,1,1,0.961055518,1,1,92,0.75,6,92,15
79,1,0,1.591898873,0,1,0,0.75,6,76,30
80,0,1,1.902856035,0,1,0,0.75,6,17,51
81,1,0,0.698884727,0,1,0,0.75,6,97,15
82,1,0,0.889609027,0,1,0,0.75,6,35,41
83,1,1,1.287458306,1,1,60,0.75,6,60,60
84,1,1,3.435965858,1,1,74,0.75,6,74,81
85,1,1,0.930647782,1,1,88,0.75,6,88,48
86,1,1,1.804558024,1,1,34,0.75,6,34,68
87,1,1,1.722012396,1,1,47,0.75,6,47,76
88,1,1,2.534119042,1,1,17,0.75,6,17,19
89,0,1,1.077057069,0,1,0,0.75,6,47,62
90,0,1,1.927956529,0,1,0,0.75,6,46,77
91,1,1,0.588204672,1,1,13,0.75,6,13,43
92,1,0,0.794160209,0,1,0,0.75,6,64,44
93,0,0,1.833569958,1,1,49,0.75,6,90,49
94,1,1,1.027217005,1,1,43,0.75,6,43,22
95,1,0,0.780959956,0,1,0,0.75,6,18,84
96,1,0,0.437182053,0,1,0,0.75,6,30,51
97,1,1,1.570997189,1,1,6,0.75,6,6,11
98,1,1,0.707470507,1,1,7,0.75,6,7,37
99,1,1,0.857446845,1,1,3,0.75,6,3,83
100,1,0,1.531353666,0,0,0,0.2,6,56,13
101,1,0,0.697515153,0,0,0,0.2,6,57,65
102,0,0,0.482529093,1,0,74,0.2,6,31,74
103,0,0,0.436760119,1,0,72,0.2,6,76,72
104,0,0,0.337018411,1,0,11,0.2,6,68,11
105,0,0,0.395589082,1,0,96,0.2,6,94,96
106,0,1,0.463674929,0,0,0,0.2,6,49,43
107,0,0,0.362020264,1,0,57,0.2,6,52,57
108,0,0,0.366555481,1,0,10,0.2,6,79,10
109,0,0,0.468382911,1,0,49,0.2,6,58,49
110,0,1,0.421491821,0,0,0,0.2,6,77,16
111,0,0,0.569243883,1,0,31,0.2,6,93,31
112,0,1,0.453837601,0,0,0,0.2,6,22,14
113,1,0,3.11145379,0,0,0,0.2,6,61,35
114,0,0,1.034726285,1,0,67,0.2,6,47,67
115,0,1,0.56049104,0,0,0,0.2,6,62,52
116,0,1,0.484781877,0,0,0,0.2,6,21,80
117,1,0,2.489221874,0,0,0,0.2,6,68,58
118,0,0,1.07491319,1,0,7,0.2,6,2,7
119,1,1,1.932789381,1,0,23,0.2,6,23,25
120,1,1,0.89381468,1,0,92,0.2,6,92,91
121,1,0,3.225523568,0,0,0,0.2,6,77,89
122,0,0,0.616921252,1,0,99,0.2,6,54,99
123,0,0,0.610154918,1,0,33,0.2,6,7,33
124,0,0,0.414983208,1,0,99,0.2,6,20,99
125,0,0,0.757531232,1,0,62,0.8,6,2,62
126,0,1,0.401174002,0,0,0,0.8,6,97,66
127,0,0,0.749649054,1,0,61,0.8,6,84,61
128,0,1,0.620739752,0,0,0,0.8,6,45,80
129,1,1,1.232606923,1,0,100,0.8,6,100,62
130,1,1,2.073390808,1,0,80,0.8,6,80,38
131,1,1,1.812008576,1,0,49,0.8,6,49,18
132,0,1,0.788012521,0,0,0,0.8,6,14,6
133,1,1,1.694074682,1,0,22,0.8,6,22,16
134,0,0,1.839872165,1,0,39,0.8,6,84,39
135,1,1,1.800306187,1,0,33,0.8,6,33,2
136,0,1,1.500130571,0,0,0,0.8,6,74,97
137,0,0,0.582116853,1,0,32,0.8,6,16,32
138,0,0,0.806679667,1,0,96,0.8,6,74,96
139,0,0,1.260313713,1,0,3,0.8,6,6,3
140,0,1,0.603053318,0,0,0,0.8,6,72,40
141,0,1,0.470925346,0,0,0,0.8,6,13,28
142,1,1,1.720394793,1,0,99,0.8,6,99,37
143,0,1,1.458545583,0,0,0,0.8,6,60,79
144,1,1,1.765801703,1,0,27,0.8,6,27,45
145,1,1,0.891760319,1,0,44,0.8,6,44,6
146,1,0,0.698544899,0,0,0,0.8,6,94,5
147,0,1,2.118991578,0,0,0,0.8,6,51,54
148,0,1,0.513527537,0,0,0,0.8,6,7,77
149,0,1,1.301646682,0,0,0,0.8,6,66,62
150,0,1,1.00391201,0,0,0,0.2,6,45,94
151,0,0,0.741612357,1,0,79,0.2,6,15,79
152,0,0,1.290128462,1,0,76,0.2,6,78,76
153,1,0,1.140324319,0,0,0,0.2,6,54,33
154,0,0,0.605188644,1,0,53,0.2,6,9,53
155,0,0,0.785915397,1,0,65,0.2,6,91,65
156,0,0,0.883287434,1,0,52,0.2,6,87,52
157,0,1,0.528637895,0,0,0,0.2,6,6,67
158,1,0,0.880921754,0,0,0,0.2,6,65,24
159,0,0,0.429786809,1,0,99,0.2,6,89,99
160,0,0,0.427284857,1,0,9,0.2,6,35,9
161,0,1,0.934397861,0,0,0,0.2,6,67,42
162,0,0,0.865480121,1,0,99,0.2,6,46,99
163,0,0,0.697313309,1,0,49,0.2,6,45,49
164,0,0,0.64506252,1,0,62,0.2,6,2,62
165,0,0,0.454570283,1,0,2,0.2,6,87,2
166,0,0,0.438094912,1,0,77,0.2,6,94,77
167,0,0,0.383047958,1,0,75,0.2,6,48,75
168,0,0,0.467501411,1,0,22,0.2,6,57,22
169,0,1,0.426152478,0,0,0,0.2,6,100,40
170,1,1,1.280348152,1,0,41,0.2,6,41,27
171,1,0,2.109564781,0,0,0,0.2,6,22,8
172,1,1,0.772061146,1,0,87,0.2,6,87,23
173,1,1,1.332304157,1,0,69,0.2,6,69,49
174,0,1,2.09933802,0,0,0,0.8,6,18,52
175,0,1,1.895690004,0,0,0,0.8,6,1,84
176,0,1,0.486995319,0,0,0,0.8,6,17,42
177,0,1,0.917170991,0,0,0,0.8,6,21,41
178,1,0,0.500837595,0,0,0,0.8,6,91,96
179,0,1,1.136489283,0,0,0,0.8,6,71,34
180,0,1,0.68759857,0,0,0,0.8,6,14,14
181,1,1,0.417719505,1,0,43,0.8,6,43,70
182,1,1,0.349929583,1,0,67,0.8,6,67,93
183,1,0,0.365895782,0,0,0,0.8,6,33,49
184,1,0,0.482137379,0,0,0,0.8,6,60,51
185,1,1,1.877857033,1,0,22,0.8,6,22,1
186,1,1,0.360337661,1,0,19,0.8,6,19,19
187,1,0,0.372254437,0,0,0,0.8,6,21,78
188,1,1,0.449217427,1,0,72,0.8,6,72,62
189,1,0,1.443665007,0,0,0,0.8,6,26,80
190,0,1,1.692243262,0,0,0,0.8,6,28,84
191,1,1,0.835827304,1,0,49,0.8,6,49,69
192,1,1,0.40583808,1,0,23,0.8,6,23,9
193,1,1,0.829920802,1,0,36,0.8,6,36,81
194,1,1,0.998222747,1,0,64,0.8,6,64,14
195,1,0,0.385584122,0,0,0,0.8,6,75,57
196,1,0,0.861775657,0,0,0,0.8,6,50,58
197,1,1,0.362608121,1,0,62,0.8,6,62,2
198,0,1,1.527652053,0,0,0,0.8,6,32,94
199,1,0,1.203002572,0,0,0,0.8,6,31,62
0,1,1,6.973900056,1,1,27,0.75,7,27,15
1,1,1,3.326339702,1,1,78,0.75,7,78,85
2,1,1,4.453129702,1,1,64,0.75,7,64,29
3,1,1,5.294946843,1,1,73,0.75,7,73,91
4,1,1,7.622528049,1,1,90,0.75,7,90,12
5,0,0,2.281731911,1,1,62,0.75,7,77,62
6,1,1,5.858471638,1,1,21,0.75,7,21,29
7,0,1,1.940435308,0,1,0,0.75,7,5,51
8,0,0,1.859187321,1,1,54,0.75,7,16,54
9,1,1,1.333183214,1,1,72,0.75,7,72,6
10,0,1,2.547764977,0,1,0,0.75,7,13,44
11,1,1,2.130058417,1,1,23,0.75,7,23,22
12,0,0,0.95252525,1,1,92,0.75,7,46,92
13,0,1,1.366455986,0,1,0,0.75,7,47,70
14,0,1,2.355784431,0,1,0,0.75,7,9,12
15,0,1,2.657730841,0,1,0,0.75,7,51,36
16,0,1,0.939914015,0,1,0,0.75,7,8,31
17,0,1,1.106486455,0,1,0,0.75,7,17,31
18,0,1,2.218370869,0,1,0,0.75,7,75,57
19,0,1,1.197791736,0,1,0,0.75,7,34,80
20,1,1,0.745863089,1,1,31,0.75,7,31,47
21,1,1,2.087816515,1,1,82,0.75,7,82,80
22,0,1,2.36837846,0,1,0,0.75,7,99,42
23,1,1,1.797743018,1,1,97,0.75,7,97,74
24,1,1,1.737889758,1,1,58,0.75,7,58,36
25,0,1,1.064478184,0,1,0,0.75,7,24,95
26,0,1,1.273776992,0,1,0,0.75,7,30,76
27,1,1,2.867002483,1,1,68,0.75,7,68,2
28,1,1,2.476388647,1,1,58,0.75,7,58,76
29,0,0,0.60582918,1,1,92,0.75,7,20,92
30,1,1,1.097842416,1,1,96,0.75,7,96,35
31,1,1,0.729845795,1,1,34,0.75,7,34,8
32,0,1,1.280506104,0,1,0,0.75,7,15,86
33,0,1,0.609204451,0,1,0,0.75,7,33,10
34,0,0,0.541216371,1,1,55,0.75,7,12,55
35,0,1,1.323869675,0,1,0,0.75,7,78,92
36,1,0,0.987161775,0,1,0,0.75,7,80,53
37,1,1,0.871784067,1,1,59,0.75,7,59,6
38,0,1,2.033140563,0,1,0,0.75,7,8,45
39,0,1,0.947837843,0,1,0,0.75,7,20,70
40,0,0,1.201802097,1,1,27,0.75,7,78,27
41,0,1,1.493797464,0,1,0,0.75,7,36,90
42,1,0,0.494507714,0,1,0,0.75,7,84,46
43,0,1,1.318456926,0,1,0,0.75,7,14,24
44,1,0,0.749791347,0,1,0,0.75,7,70,20
45,0,1,0.795858275,0,1,0,0.75,7,20,85
46,0,0,1.359842483,1,1,75,0.75,7,40,75
47,1,1,1.069839619,1,1,34,0.75,7,34,67
48,1,1,0.719221629,1,1,93,0.75,7,93,11
49,1,1,0.294553232,1,1,84,0.75,7,84,84
50,1,1,2.854387022,1,1,63,0.75,7,63,46
51,1,0,0.832485793,0,1,0,0.75,7,87,66
52,0,1,0.763149657,0,1,0,0.75,7,22,91
53,0,1,0.536525946,0,1,0,0.75,7,7,12
54,1,1,0.455257131,1,1,68,0.75,7,68,61
55,1,0,0.593149425,0,1,0,0.75,7,54,2
56,1,1,0.87794691,1,1,52,0.75,7,52,10
57,1,1,0.526509703,1,1,26,0.75,7,26,91
58,1,0,0.877794779,0,1,0,0.75,7,86,55
59,1,1,0.918454994,1,1,83,0.75,7,83,65
60,0,1,0.909803409,0,1,0,0.75,7,2,24
61,0,1,1.317821233,0,1,0,0.75,7,48,63
62,1,0,0.749203044,0,1,0,0.75,7,95,8
63,0,1,1.483085762,0,1,0,0.75,7,46,65
64,1,1,0.971833902,1,1,85,0.75,7,85,18
65,0,0,1.465112488,1,1,62,0.75,7,54,62
66,0,1,1.034512465,0,1,0,0.75,7,44,98
67,0,0,0.901224871,1,1,67,0.75,7,3,67
68,1,0,1.149136758,0,1,0,0.75,7,51,34
69,1,1,0.699168618,1,1,88,0.75,7,88,46
70,1,1,0.763095627,1,1,91,0.75,7,91,3
71,0,0,1.504456342,1,1,53,0.75,7,29,53
72,0,1,0.920533523,0,1,0,0.75,7,14,99
73,0,1,0.735825717,0,1,0,0.75,7,1,73
74,0,1,0.526495215,0,1,0,0.75,7,32,40
75,0,1,1.219162316,0,1,0,0.75,7,54,60
76,1,1,0.910524525,1,1,83,0.75,7,83,58
77,0,0,1.678477802,1,1,51,0.75,7,68,51
78,1,1,0.975171442,1,1,92,0.75,7,92,15
79,1,0,0.996463844,0,1,0,0.75,7,76,30
80,0,1,1.064542477,0,1,0,0.75,7,17,51
81,1,0,0.649873118,0,1,0,0.75,7,97,15
82,0,0,1.323849451,1,1,41,0.75,7,35,41
83,0,1,1.091149225,0,1,0,0.75,7,60,60
84,0,1,1.035751855,0,1,0,0.75,7,74,81
85,1,1,1.21449151,1,1,88,0.75,7,88,48
86,1,1,1.185868414,1,1,34,0.75,7,34,68
87,0,1,0.782502077,0,1,0,0.75,7,47,76
88,1,1,0.987196186,1,1,17,0.75,7,17,19
89,1,1,1.031871591,1,1,47,0.75,7,47,62
90,0,1,1.034472923,0,1,0,0.75,7,46,77
91,0,1,0.677224526,0,1,0,0.75,7,13,43
92,1,0,1.062444931,0,1,0,0.75,7,64,44
93,1,0,0.655827987,0,1,0,0.75,7,90,49
94,1,1,1.089869689,1,1,43,0.75,7,43,22
95,1,0,0.834473164,0,1,0,0.75,7,18,84
96,0,0,0.877182328,1,1,51,0.75,7,30,51
97,0,1,0.637852601,0,1,0,0.75,7,6,11
98,0,1,0.720481847,0,1,0,0.75,7,7,37
99,0,1,0.607836171,0,1,0,0.75,7,3,83
100,1,0,1.502496439,0,0,0,0.2,7,56,13
101,0,0,0.9344904,1,0,65,0.2,7,57,65
102,0,0,1.061170225,1,0,74,0.2,7,31,74
103,1,0,3.006407039,0,0,0,0.2,7,76,72
104,1,0,1.122472659,0,0,0,0.2,7,68,11
105,1,0,1.018468305,0,0,0,0.2,7,94,96
106,1,1,1.133810697,1,0,49,0.2,7,49,43
107,0,0,1.212494178,1,0,57,0.2,7,52,57
108,1,0,0.84782423,0,0,0,0.2,7,79,10
109,0,0,0.953790902,1,0,49,0.2,7,58,49
110,1,1,0.999863263,1,0,77,0.2,7,77,16
111,1,0,0.947833919,0,0,0,0.2,7,93,31
112,1,1,0.945821193,1,0,22,0.2,7,22,14
113,1,0,1.079821752,0,0,0,0.2,7,61,35
114,0,0,0.91278356,1,0,67,0.2,7,47,67
115,1,1,0.927875387,1,0,62,0.2,7,62,52
116,1,1,1.294443359,1,0,21,0.2,7,21,80
117,0,0,0.718487231,1,0,58,0.2,7,68,58
118,0,0,1.541787167,1,0,7,0.2,7,2,7
119,0,1,0.740628129,0,0,0,0.2,7,23,25
120,1,1,0.587167389,1,0,92,0.2,7,92,91
121,0,0,0.768481209,1,0,89,0.2,7,77,89
122,0,0,0.589939869,1,0,99,0.2,7,54,99
123,0,0,0.723196975,1,0,33,0.2,7,7,33
124,0,0,1.002455538,1,0,99,0.2,7,20,99
125,0,0,2.393723783,1,0,62,0.8,7,2,62
126,1,1,0.941798154,1,0,97,0.8,7,97,66
127,1,0,1.02851594,0,0,0,0.8,7,84,61
128,0,1,1.191139898,0,0,0,0.8,7,45,80
129,1,1,1.011796244,1,0,100,0.8,7,100,62
130,0,1,1.28712172,0,0,0,0.8,7,80,38
131,1,1,0.879820485,1,0,49,0.8,7,49,18
132,0,1,0.784487336,0,0,0,0.8,7,14,6
133,1,1,0.805167286,1,0,22,0.8,7,22,16
134,1,0,0.753201029,0,0,0,0.8,7,84,39
135,1,1,0.495212832,1,0,33,0.8,7,33,2
136,0,1,0.583165179,0,0,0,0.8,7,74,97
137,0,0,1.147811341,1,0,32,0.8,7,16,32
138,0,0,1.065810544,1,0,96,0.8,7,74,96
139,1,0,0.699154733,0,0,0,0.8,7,6,3
140,1,1,0.971187946,1,0,72,0.8,7,72,40
141,0,1,1.48051371,0,0,0,0.8,7,13,28
142,1,1,0.857173387,1,0,99,0.8,7,99,37
143,0,1,1.467096539,0,0,0,0.8,7,60,79
144,0,1,0.733153754,0,0,0,0.8,7,27,45
145,1,1,0.675863793,1,0,44,0.8,7,44,6
146,1,0,0.925134904,0,0,0,0.8,7,94,5
147,1,1,1.476494294,1,0,51,0.8,7,51,54
148,0,1,0.717834333,0,0,0,0.8,7,7,77
149,0,1,0.669262665,0,0,0,0.8,7,66,62
150,0,1,1.076522849,0,0,0,0.2,7,45,94
151,0,0,0.949819781,1,0,79,0.2,7,15,79
152,0,0,0.91583857,1,0,76,0.2,7,78,76
153,1,0,1.01114093,0,0,0,0.2,7,54,33
154,0,0,0.750489825,1,0,53,0.2,7,9,53
155,1,0,1.028469154,0,0,0,0.2,7,91,65
156,1,0,0.951131314,0,0,0,0.2,7,87,52
157,0,1,2.229148373,0,0,0,0.2,7,6,67
158,1,0,0.975804117,0,0,0,0.2,7,65,24
159,0,0,0.725189176,1,0,99,0.2,7,89,99
160,1,0,0.940462474,0,0,0,0.2,7,35,9
161,1,1,0.803149126,1,0,67,0.2,7,67,42
162,0,0,0.583235509,1,0,99,0.2,7,46,99
163,1,0,0.73184524,0,0,0,0.2,7,45,49
164,1,0,0.346466364,0,0,0,0.2,7,2,62
165,1,0,0.544497164,0,0,0,0.2,7,87,2
166,0,0,0.710498204,1,0,77,0.2,7,94,77
167,0,0,0.589837542,1,0,75,0.2,7,48,75
168,1,0,0.52247761,0,0,0,0.2,7,57,22
169,1,1,0.721884839,1,0,100,0.2,7,100,40
170,1,1,0.953170603,1,0,41,0.2,7,41,27
171,1,0,0.743220707,0,0,0,0.2,7,22,8
172,0,1,0.74181047,0,0,0,0.2,7,87,23
173,1,1,0.924501927,1,0,69,0.2,7,69,49
174,0,1,0.747837481,0,0,0,0.8,7,18,52
175,0,1,0.723819085,0,0,0,0.8,7,1,84
176,1,1,0.611087382,1,0,17,0.8,7,17,42
177,1,1,0.726539647,1,0,21,0.8,7,21,41
178,1,0,0.302541656,0,0,0,0.8,7,91,96
179,0,1,0.89445984,0,0,0,0.8,7,71,34
180,0,1,1.519153955,0,0,0,0.8,7,14,14
181,0,1,0.767182053,0,0,0,0.8,7,43,70
182,1,1,0.852537596,1,0,67,0.8,7,67,93
183,0,0,1.29450554,1,0,49,0.8,7,33,49
184,1,0,1.111258078,0,0,0,0.8,7,60,51
185,1,1,0.814488673,1,0,22,0.8,7,22,1
186,0,1,1.745769516,0,0,0,0.8,7,19,19
187,0,0,1.111844268,1,0,78,0.8,7,21,78
188,1,1,0.655168448,1,0,72,0.8,7,72,62
189,0,0,0.761194886,1,0,80,0.8,7,26,80
190,0,1,0.798500959,0,0,0,0.8,7,28,84
191,0,1,1.378440282,0,0,0,0.8,7,49,69
